h,r,t,is_real,score
CID000005078,C0000731,CID000006691,1,0.18826663494110107
CID000004236,C0000731,CID000004509,1,0.1868913471698761
CID000003405,C0000731,CID000003658,0,0.18364040553569794
CID000004510,C0000731,CID000004819,1,0.18232744932174683
CID000004909,C0000731,CID000005002,1,0.18228594958782196
CID000004946,C0000731,CID000005412,1,0.1737542450428009
CID000002187,C0000731,CID000002250,0,0.16997843980789185
CID000005029,C0000731,CID000060852,1,0.16905300319194794
CID000000772,C0000731,CID000003929,1,0.16616831719875336
CID000002471,C0000731,CID000150311,1,0.16164559125900269
CID000003962,C0000731,CID005487301,1,0.16107134521007538
CID000000598,C0000731,CID000038904,1,0.1592606008052826
CID000003746,C0000731,CID000060865,1,0.15870481729507446
CID000003488,C0000731,CID000093860,0,0.15816563367843628
CID000003961,C0000731,CID000176168,1,0.1553080826997757
CID000002477,C0000731,CID000005245,1,0.15480414032936096
CID000000937,C0000731,CID000003157,1,0.15028758347034454
CID000003516,C0000731,CID000005073,1,0.1499844789505005
CID000004829,C0000731,CID000060184,1,0.14791393280029297
CID000002771,C0000731,CID000002803,1,0.14346715807914734
CID000005064,C0000731,CID000010631,1,0.13961705565452576
CID000002726,C0000731,CID000002818,1,0.1382967233657837
CID000005152,C0000731,CID000005408,1,0.13591304421424866
CID000003339,C0000731,CID000004666,1,0.12359011173248291
CID000004170,C0000731,CID000008953,1,0.12285453081130981
CID000005358,C0000731,CID000005731,1,0.11959993839263916
CID000002474,C0000731,CID000003016,1,0.11613070964813232
CID000004679,C0000731,CID000148211,1,0.11488145589828491
CID000001971,C0000731,CID000003222,1,0.11392509192228317
CID000001978,C0000731,CID000005245,1,0.11157500743865967
CID000004585,C0000731,CID000216239,0,0.10648465156555176
CID000000271,C0000731,CID000003062,1,0.10526669025421143
CID000004138,C0000731,CID000004171,1,0.10338729619979858
CID000002656,C0000731,CID000004609,1,0.09987479448318481
CID000005719,C0000731,CID000119607,1,0.09928745031356812
CID000003382,C0000731,CID000003440,1,0.0986415445804596
CID000002405,C0000731,CID000003461,0,0.09795468300580978
CID000003715,C0000731,CID000008953,1,0.09785440564155579
CID000123620,C0000731,CID006398970,1,0.09387695789337158
CID000004159,C0000731,CID000004236,1,0.08875641226768494
CID000004679,C0000731,CID000004595,0,0.08630232512950897
CID000003152,C0000731,CID000003222,1,0.08469125628471375
CID000004168,C0000731,CID000004236,1,0.08465081453323364
CID000002249,C0000731,CID000004201,1,0.0832795798778534
CID000002656,C0000731,CID000028112,0,0.08278331905603409
CID000003883,C0000731,CID000005731,1,0.07832206785678864
CID000002576,C0000731,CID005481350,1,0.07540446519851685
CID000019090,C0000731,CID006398525,0,0.06915287673473358
CID000002764,C0000731,CID000004411,1,0.06640517711639404
CID000003440,C0000731,CID000004607,1,0.063754141330719
CID000083786,C0000731,CID000065999,0,0.06041345000267029
CID000004900,C0000731,CID005311039,1,0.059079110622406006
CID000002022,C0000731,CID000077999,1,0.05732211470603943
CID000004264,C0000731,CID000004679,1,0.05558204650878906
CID000004894,C0000731,CID005481350,1,0.05311557650566101
CID000005732,C0000731,CID000216326,1,0.042314961552619934
CID000002978,C0000731,CID000003385,1,0.041470468044281006
CID000004510,C0000731,CID000005155,0,0.041356801986694336
CID000003476,C0000731,CID000004547,1,0.04004400968551636
CID000002088,C0000731,CID000054374,1,0.03610093891620636
CID000003345,C0000731,CID000005253,1,0.035605818033218384
CID000004691,C0000731,CID000004856,1,0.033675238490104675
CID000003367,C0000731,CID000083786,1,0.03197377920150757
CID000000838,C0000731,CID000002802,1,0.03151525557041168
CID000003075,C0000731,CID000005352,1,0.030475765466690063
CID000003640,C0000731,CID000119607,1,0.02978920191526413
CID000000581,C0000731,CID000003957,0,0.028149262070655823
CID000003339,C0000731,CID000003899,1,0.028046533465385437
CID000004894,C0000731,CID000071616,1,0.02756589651107788
CID000068740,C0000731,CID000216326,1,0.022340409457683563
CID000004173,C0000731,CID000004834,1,0.013394966721534729
CID000002171,C0000731,CID000004943,1,-0.0015654563903808594
CID000003652,C0000731,CID000005095,1,-0.0019991695880889893
CID000002478,C0000731,CID000004173,1,-0.0028047561645507812
CID000002658,C0000731,CID000003640,1,-0.003821462392807007
CID000004635,C0000731,CID000024486,1,-0.009331293404102325
CID000003878,C0000731,CID000005245,1,-0.012915819883346558
CID000005732,C0000731,CID000064147,1,-0.01602703332901001
CID000004679,C0000731,CID000504578,1,-0.016367048025131226
CID000005426,C0000731,CID000005650,1,-0.019639909267425537
CID000004635,C0000731,CID005282226,1,-0.02034755051136017
CID000004170,C0000731,CID000005645,0,-0.02054804563522339
CID000005245,C0000731,CID000060852,1,-0.02357998490333557
CID000002471,C0000731,CID000003143,1,-0.03801662474870682
CID000005152,C0000731,CID005353980,1,-0.03927271068096161
CID000002955,C0000731,CID000003325,1,-0.03963342308998108
CID000038904,C0000731,CID000150311,1,-0.03967404365539551
CID000002756,C0000731,CID000004599,0,-0.04128965735435486
CID000003648,C0000731,CID005487301,1,-0.04730166494846344
CID000054688,C0000731,CID000060865,1,-0.04774048924446106
CID000004205,C0000731,CID000004614,0,-0.05138587951660156
CID000003305,C0000731,CID000004595,1,-0.056537434458732605
CID000003937,C0000731,CID000004075,1,-0.05966061353683472
CID000000838,C0000731,CID000005656,1,-0.06099182367324829
CID000001983,C0000731,CID000003823,0,-0.06381416320800781
CID000003016,C0000731,CID000003333,1,-0.067921482026577
CID000002749,C0000731,CID000062924,1,-0.06828272342681885
CID000002471,C0000731,CID000060835,1,-0.07112409174442291
CID000005267,C0000731,CID000152945,1,-0.0749160647392273
CID000003440,C0000731,CID000004745,1,-0.07767151296138763
CID000002662,C0000731,CID005282226,1,-0.07950958609580994
CID000003075,C0000731,CID000004819,0,-0.08338905870914459
CID000002550,C0000731,CID005311048,1,-0.08719104528427124
CID000005039,C0000731,CID000024011,1,-0.09282371401786804
CID000002083,C0000731,CID000000143,0,-0.09610170125961304
CID000001117,C0000731,CID000002909,1,-0.09812583029270172
CID000000159,C0000731,CID000003405,1,-0.10391005873680115
CID000003143,C0000731,CID000004052,1,-0.1101502776145935
CID000002520,C0000731,CID000004095,0,-0.12465259432792664
CID000002656,C0000731,CID000034312,0,-0.12639552354812622
CID000003333,C0000731,CID000004674,1,-0.1268167495727539
CID000003032,C0000731,CID000005352,1,-0.13423506915569305
CID000000143,C0000731,CID000002269,1,-0.1366678774356842
CID000003016,C0000731,CID003085017,1,-0.13887852430343628
CID000003350,C0000731,CID000087177,1,-0.1476474553346634
CID000005040,C0000731,CID000005732,1,-0.1493789553642273
CID000004168,C0000731,CID000005408,1,-0.15875211358070374
CID000004679,C0000731,CID000060871,1,-0.16084051132202148
CID000002171,C0000731,CID000005735,0,-0.1650024950504303
CID000000772,C0000731,CID000003154,1,-0.16725200414657593
CID000005556,C0000731,CID000125889,1,-0.1734704077243805
CID000003962,C0000731,CID000005426,1,-0.17894615232944489
CID000005651,C0000731,CID000667490,1,-0.18038757145404816
CID000003419,C0000731,CID000005719,0,-0.18088239431381226
CID000002520,C0000731,CID000054374,1,-0.18130099773406982
CID000004411,C0000731,CID000004666,1,-0.18753045797348022
CID000004834,C0000731,CID000004894,1,-0.190474271774292
CID000003121,C0000731,CID000125017,1,-0.19080516695976257
CID000003559,C0000731,CID000060147,1,-0.19668972492218018
CID000005514,C0000731,CID000005533,1,-0.19851437211036682
CID000002678,C0000731,CID000003780,1,-0.20368921756744385
CID000003345,C0000731,CID000060852,1,-0.20591944456100464
CID000003869,C0000731,CID005353980,1,-0.21676790714263916
CID000003715,C0000731,CID005487301,1,-0.22321106493473053
CID000004138,C0000731,CID000004485,1,-0.2267860770225525
CID000002022,C0000731,CID000003157,1,-0.2282019853591919
CID000003348,C0000731,CID000003350,1,-0.23299768567085266
CID000000159,C0000731,CID000005732,1,-0.2337833046913147
CID000004264,C0000731,CID005311297,1,-0.23404347896575928
CID000002732,C0000731,CID005311297,1,-0.23962187767028809
CID000002802,C0000731,CID005381226,0,-0.24060869216918945
CID000000853,C0000731,CID006447131,1,-0.2410985827445984
CID000004873,C0000731,CID000071329,1,-0.24124470353126526
CID000005152,C0000731,CID000005496,1,-0.24876472353935242
CID000005379,C0000731,CID000060164,1,-0.257560670375824
CID000004595,C0000731,CID000004920,1,-0.2622661590576172
CID000000444,C0000731,CID000004603,1,-0.26371079683303833
CID000001117,C0000731,CID000001302,1,-0.2759626507759094
CID000002265,C0000731,CID000060831,1,-0.27777260541915894
CID000002891,C0000731,CID000041781,1,-0.2807261347770691
CID000003386,C0000731,CID000005077,0,-0.28082484006881714
CID000004594,C0000731,CID000004603,1,-0.2847873866558075
CID000003386,C0000731,CID000005402,1,-0.29837682843208313
CID000004595,C0000731,CID000064147,1,-0.29980507493019104
CID000002153,C0000731,CID000003339,1,-0.3017791211605072
CID000003255,C0000731,CID000130881,0,-0.3069092929363251
CID000004510,C0000731,CID000443871,1,-0.30903956294059753
CID000003040,C0000731,CID000003672,1,-0.3107829689979553
CID000004873,C0000731,CID000005731,1,-0.3186717927455902
CID000005076,C0000731,CID000005267,1,-0.3226778209209442
CID000003639,C0000731,CID000004539,0,-0.32502928376197815
CID000003454,C0000731,CID000003793,0,-0.3279610574245453
CID000038904,C0000731,CID000060147,1,-0.32998818159103394
CID000005544,C0000731,CID000130881,1,-0.3344975411891937
CID000002142,C0000731,CID000003310,0,-0.3354420065879822
CID000004771,C0000731,CID000028112,1,-0.3367520570755005
CID000003750,C0000731,CID000005394,1,-0.34008169174194336
CID000002541,C0000731,CID000003308,0,-0.34092313051223755
CID000002764,C0000731,CID000003333,1,-0.34771475195884705
CID000005267,C0000731,CID000005358,1,-0.3496799170970917
CID000003639,C0000731,CID000005206,0,-0.35107165575027466
CID000003339,C0000731,CID000003793,1,-0.3531597852706909
CID003468412,C0000731,CID005353980,1,-0.35543498396873474
CID000024486,C0000731,CID000087177,1,-0.361064076423645
CID000004609,C0000731,CID000077999,0,-0.3628115653991699
CID000004679,C0000731,CID001349907,1,-0.3656807541847229
CID000002802,C0000731,CID000002955,0,-0.3820924460887909
CID000002250,C0000731,CID003081884,1,-0.3873349726200104
CID000003869,C0000731,CID000004091,1,-0.3875150978565216
CID000003279,C0000731,CID000003365,1,-0.3896643817424774
CID000004666,C0000731,CID000087177,1,-0.3932407796382904
CID000003749,C0000731,CID000005496,0,-0.39553818106651306
CID000000453,C0000731,CID000005732,0,-0.40290606021881104
CID000002311,C0000731,CID000005408,0,-0.40895184874534607
CID000003749,C0000731,CID000060865,1,-0.4102191627025604
CID000000838,C0000731,CID000170361,1,-0.4118165969848633
CID000001978,C0000731,CID000003780,1,-0.41466906666755676
CID000003929,C0000731,CID000009433,1,-0.41738900542259216
CID000005732,C0000731,CID000104865,1,-0.4208587408065796
CID000005512,C0000731,CID000154059,1,-0.4208984673023224
CID000005556,C0000731,CID000005651,1,-0.42162424325942993
CID000004449,C0000731,CID000004616,1,-0.4223485589027405
CID000003333,C0000731,CID000003379,1,-0.4279514253139496
CID000001972,C0000731,CID000003446,1,-0.4308297336101532
CID000000853,C0000731,CID000003203,0,-0.4365823268890381
CID000005372,C0000731,CID000019090,0,-0.43709492683410645
CID000002405,C0000731,CID000002462,1,-0.44400161504745483
CID000000853,C0000731,CID000003007,1,-0.448303759098053
CID000002153,C0000731,CID000125889,1,-0.4523317217826843
CID000002265,C0000731,CID000003350,0,-0.45768141746520996
CID000002610,C0000731,CID000005267,0,-0.4609057903289795
CID000002786,C0000731,CID000005358,1,-0.46140381693840027
CID000002771,C0000731,CID000004723,0,-0.4682806730270386
CID000004616,C0000731,CID000005487,1,-0.4792017936706543
CID000003878,C0000731,CID000005719,0,-0.4796198606491089
CID000005478,C0000731,CID000010631,1,-0.48181289434432983
CID000005038,C0000731,CID000005717,1,-0.48208433389663696
CID000001971,C0000731,CID000004259,0,-0.48422980308532715
CID000001690,C0000731,CID000002471,1,-0.48809707164764404
CID000004909,C0000731,CID000005035,0,-0.4898343086242676
CID000002487,C0000731,CID000003883,0,-0.493575781583786
CID000005376,C0000731,CID000060831,0,-0.498819500207901
CID000003869,C0000731,CID000005064,1,-0.529374361038208
CID000004917,C0000731,CID005282226,1,-0.533626914024353
CID000004536,C0000731,CID000004583,1,-0.5357387661933899
CID000003937,C0000731,CID000004745,1,-0.5388908386230469
CID000004091,C0000731,CID000004499,1,-0.5401797294616699
CID000002477,C0000731,CID000002541,1,-0.5418605208396912
CID000003325,C0000731,CID000071329,1,-0.5433006882667542
CID000004927,C0000731,CID000060787,0,-0.5438269972801208
CID000000772,C0000731,CID000004920,1,-0.5450799465179443
CID000000772,C0000731,CID000005578,1,-0.5454895496368408
CID000004091,C0000731,CID000213039,0,-0.5468543171882629
CID000004075,C0000731,CID000004091,1,-0.5751227736473083
CID000002609,C0000731,CID000004052,0,-0.5756902694702148
CID000003461,C0000731,CID000005391,1,-0.5758318901062012
CID000003339,C0000731,CID000041317,1,-0.5760918259620667
CID000004834,C0000731,CID000038904,1,-0.5784546136856079
CID000002802,C0000731,CID000004440,1,-0.5834448337554932
CID003468412,C0000731,CID003085017,0,-0.5887567400932312
CID000003154,C0000731,CID000003325,1,-0.5952590703964233
CID000054374,C0000731,CID000087177,1,-0.5953752994537354
CID000001983,C0000731,CID000002141,1,-0.5975189208984375
CID000002749,C0000731,CID000119607,1,-0.6032646894454956
CID000003826,C0000731,CID000004107,1,-0.6159073114395142
CID000003308,C0000731,CID000060795,1,-0.6165546178817749
CID000003367,C0000731,CID000005544,0,-0.6171804666519165
CID000004053,C0000731,CID000004253,1,-0.6211965680122375
CID000003365,C0000731,CID000508230,1,-0.6371594667434692
CID000002471,C0000731,CID000150310,1,-0.6396007537841797
CID000005291,C0000731,CID000005647,0,-0.6436547040939331
CID000004201,C0000731,CID000064147,0,-0.646181046962738
CID000003637,C0000731,CID000027661,0,-0.6525850296020508
CID000004205,C0000731,CID000041774,0,-0.6558953523635864
CID000000838,C0000731,CID000002907,1,-0.6575279235839844
CID000004666,C0000731,CID000005978,0,-0.6578648090362549
CID000002284,C0000731,CID005311048,1,-0.6606161594390869
CID000002541,C0000731,CID000003404,0,-0.66610187292099
CID000002656,C0000731,CID000004463,0,-0.6784837245941162
CID000005556,C0000731,CID000060835,1,-0.6788654923439026
CID000003154,C0000731,CID000003652,0,-0.6816694736480713
CID000004168,C0000731,CID000148211,1,-0.684071958065033
CID000002156,C0000731,CID000005253,1,-0.6886717081069946
CID000002554,C0000731,CID000003372,1,-0.6908583641052246
CID000005379,C0000731,CID000059708,0,-0.6958341598510742
CID000005203,C0000731,CID000005596,1,-0.6979867219924927
CID000004159,C0000731,CID000160051,0,-0.6987068057060242
CID000003324,C0000731,CID000005002,1,-0.6994702816009521
CID000000159,C0000731,CID000001983,1,-0.7028312087059021
CID000003075,C0000731,CID000003249,1,-0.7044998407363892
CID000003386,C0000731,CID000054547,0,-0.70465087890625
CID000005002,C0000731,CID000071329,0,-0.709466278553009
CID000000596,C0000731,CID000004259,1,-0.7127747535705566
CID000027661,C0000731,CID000060854,1,-0.7244072556495667
CID000003222,C0000731,CID000508230,1,-0.7252512574195862
CID000004485,C0000731,CID005493381,0,-0.7315491437911987
CID000002656,C0000731,CID000036339,0,-0.7343049645423889
CID000002153,C0000731,CID000004634,0,-0.7356057167053223
CID000004603,C0000731,CID000123620,1,-0.735651969909668
CID000003640,C0000731,CID000216239,1,-0.7475208044052124
CID000003883,C0000731,CID005362070,1,-0.7485913634300232
CID000002650,C0000731,CID000003325,1,-0.7487348914146423
CID000005732,C0000731,CID000071616,1,-0.7517146468162537
CID000004173,C0000731,CID000004264,0,-0.756188690662384
CID000003310,C0000731,CID000005514,1,-0.7565388679504395
CID000003003,C0000731,CID000004991,1,-0.7571700811386108
CID000000772,C0000731,CID000145068,0,-0.7614082098007202
CID000000772,C0000731,CID000005215,0,-0.7671518921852112
CID000004485,C0000731,CID000064147,1,-0.7678834199905396
CID000005002,C0000731,CID000074989,0,-0.7688593864440918
CID000002907,C0000731,CID000005073,1,-0.7747448682785034
CID000002088,C0000731,CID000004536,0,-0.7815953493118286
CID000003478,C0000731,CID000197712,1,-0.7885297536849976
CID000004911,C0000731,CID000005650,1,-0.7946962118148804
CID000005376,C0000731,CID003081884,1,-0.7947215437889099
CID000002520,C0000731,CID000002405,0,-0.7956271171569824
CID000003008,C0000731,CID000005039,0,-0.8032468557357788
CID000005352,C0000731,CID003468412,0,-0.805041491985321
CID000002249,C0000731,CID000002726,0,-0.8050860166549683
CID000003639,C0000731,CID000003675,0,-0.8159561157226562
CID000003823,C0000731,CID000005372,0,-0.8357993364334106
CID000004253,C0000731,CID000005454,0,-0.8410612344741821
CID000001117,C0000731,CID000004411,1,-0.8463250994682312
CID000004829,C0000731,CID000056959,1,-0.8507660627365112
CID000003640,C0000731,CID000145068,1,-0.8538387417793274
CID000004253,C0000731,CID003062316,1,-0.8685824871063232
CID000005078,C0000731,CID000054841,0,-0.8702428340911865
CID000001690,C0000731,CID000002308,0,-0.876383900642395
CID000003154,C0000731,CID000004034,1,-0.8773102164268494
CID000003676,C0000731,CID005481350,0,-0.8862017393112183
CID000125017,C0000731,CID000125889,1,-0.8922269344329834
CID000065999,C0000731,CID000087177,1,-0.8925061225891113
CID000003158,C0000731,CID003002190,1,-0.8927170634269714
CID000003463,C0000731,CID000091270,0,-0.8956938982009888
CID000005073,C0000731,CID000032797,1,-0.904056191444397
CID000005029,C0000731,CID000004927,0,-0.9060699939727783
CID000005391,C0000731,CID000060852,1,-0.9063897728919983
CID000002173,C0000731,CID000002244,1,-0.9081881046295166
CID000002173,C0000731,CID000004943,1,-0.9106109142303467
CID000001972,C0000731,CID000002118,1,-0.9303902387619019
CID000003640,C0000731,CID000060184,0,-0.9311372637748718
CID000077993,C0000731,CID000125889,1,-0.9343780875205994
CID000003878,C0000731,CID000004542,1,-0.9352073669433594
CID000004173,C0000731,CID000004542,1,-0.9603466391563416
CID000005152,C0000731,CID000060865,1,-0.9629441499710083
CID000003954,C0000731,CID000005746,0,-0.9630411863327026
CID000001983,C0000731,CID000002973,1,-0.9731175303459167
CID000004635,C0000731,CID001349907,0,-0.982997715473175
CID000000206,C0000731,CID000060696,0,-1.0013277530670166
CID000000838,C0000731,CID000003478,0,-1.0081720352172852
CID000004999,C0000731,CID000005523,0,-1.0139631032943726
CID000002524,C0000731,CID000003823,0,-1.0147731304168701
CID000003419,C0000731,CID000005402,0,-1.018890380859375
CID000003962,C0000731,CID000005352,1,-1.0230451822280884
CID000004112,C0000731,CID000009433,0,-1.0253180265426636
CID000004900,C0000731,CID006436173,1,-1.0301556587219238
CID000004635,C0000731,CID000005746,1,-1.0315741300582886
CID000002576,C0000731,CID000002978,0,-1.0317031145095825
CID000160051,C0000731,CID000123620,0,-1.0353591442108154
CID000003339,C0000731,CID000003379,0,-1.0489634275436401
CID000163742,C0000731,CID000125889,0,-1.0524653196334839
CID000000206,C0000731,CID000003877,1,-1.069919228553772
CID000003075,C0000731,CID000004845,1,-1.0801379680633545
CID000004595,C0000731,CID000091270,1,-1.0863994359970093
CID000002265,C0000731,CID000005735,0,-1.1005241870880127
CID000002083,C0000731,CID000504578,0,-1.1063411235809326
CID000005426,C0000731,CID005493381,1,-1.1156444549560547
CID000003325,C0000731,CID000060877,1,-1.1169548034667969
CID000002405,C0000731,CID000002891,0,-1.118775725364685
CID000003121,C0000731,CID000003367,1,-1.123002529144287
CID000002662,C0000731,CID000002719,0,-1.13176691532135
CID000003878,C0000731,CID003002190,1,-1.138916015625
CID000005650,C0000731,CID000074989,0,-1.1411192417144775
CID004475485,C0000731,CID000150310,0,-1.1431020498275757
CID000002476,C0000731,CID000003902,0,-1.1434330940246582
CID000000444,C0000731,CID000003372,1,-1.1527657508850098
CID000002978,C0000731,CID000004634,1,-1.157783031463623
CID000000159,C0000731,CID000000853,1,-1.160360336303711
CID000003827,C0000731,CID000004091,0,-1.1649277210235596
CID000000942,C0000731,CID000060831,1,-1.1667046546936035
CID000003964,C0000731,CID000170361,0,-1.1737205982208252
CID000004679,C0000731,CID000056339,1,-1.17654550075531
CID000003793,C0000731,CID004475485,1,-1.1819994449615479
CID000003148,C0000731,CID000119607,1,-1.184488296508789
CID000005039,C0000731,CID000005077,1,-1.1861296892166138
CID000001690,C0000731,CID000002019,1,-1.1870770454406738
CID000001065,C0000731,CID000000937,0,-1.1897060871124268
CID000003158,C0000731,CID005381226,0,-1.2041815519332886
CID000083786,C0000731,CID000060854,0,-1.2122360467910767
CID000002022,C0000731,CID000002522,0,-1.2155112028121948
CID000002801,C0000731,CID004659568,1,-1.2190345525741577
CID000004253,C0000731,CID000004425,0,-1.2214070558547974
CID000002801,C0000731,CID000004052,0,-1.2220330238342285
CID000003157,C0000731,CID000005394,0,-1.2247936725616455
CID000002156,C0000731,CID000002187,1,-1.237518310546875
CID000002265,C0000731,CID000003403,0,-1.27874755859375
CID000000861,C0000731,CID000004829,1,-1.2834975719451904
CID000000206,C0000731,CID000001690,1,-1.2864158153533936
CID000002818,C0000731,CID000005035,0,-1.2934231758117676
CID000003203,C0000731,CID000003746,0,-1.29871666431427
CID000003652,C0000731,CID000003648,0,-1.3114073276519775
CID000002678,C0000731,CID000047320,0,-1.318374752998352
CID000003826,C0000731,CID000060854,0,-1.3198715448379517
CID000119607,C0000731,CID006398970,1,-1.3252625465393066
CID000002732,C0000731,CID000130881,0,-1.3357212543487549
CID000004440,C0000731,CID000054688,1,-1.3360068798065186
CID000003675,C0000731,CID000003878,1,-1.359254240989685
CID000004499,C0000731,CID000004485,0,-1.361232876777649
CID000002474,C0000731,CID000003763,0,-1.3638498783111572
CID000004485,C0000731,CID000027991,1,-1.3713215589523315
CID000001046,C0000731,CID000002806,0,-1.3924427032470703
CID000003962,C0000731,CID000005040,1,-1.3993202447891235
CID000005077,C0000731,CID000087177,1,-1.4112035036087036
CID000004259,C0000731,CID000005466,0,-1.4141442775726318
CID000003827,C0000731,CID000005152,0,-1.4180152416229248
CID000004159,C0000731,CID000004075,0,-1.4414112567901611
CID000005035,C0000731,CID000005538,0,-1.4514713287353516
CID000003198,C0000731,CID000003672,0,-1.4547407627105713
CID000003325,C0000731,CID000009433,0,-1.4702837467193604
CID000005478,C0000731,CID000005512,1,-1.472905158996582
CID000005358,C0000731,CID000060852,0,-1.4733891487121582
CID003085017,C0000731,CID000216326,0,-1.4825711250305176
CID000002435,C0000731,CID000002756,0,-1.4981071949005127
CID000004159,C0000731,CID000005771,0,-1.510013461112976
CID000002130,C0000731,CID000004829,1,-1.5106370449066162
CID000004740,C0000731,CID000443871,1,-1.5354286432266235
CID000054786,C0000731,CID000104865,1,-1.5524001121520996
CID000005544,C0000731,CID000005152,0,-1.5565874576568604
CID000003414,C0000731,CID000005155,1,-1.5745655298233032
CID000003958,C0000731,CID000003648,0,-1.5751055479049683
CID000003640,C0000731,CID000003763,0,-1.577154517173767
CID000027661,C0000731,CID000005391,0,-1.5982518196105957
CID000002477,C0000731,CID000071329,0,-1.6158952713012695
CID000002786,C0000731,CID000002891,1,-1.6181769371032715
CID000002955,C0000731,CID000213039,1,-1.628159523010254
CID000150310,C0000731,CID000150311,1,-1.629023790359497
CID000004607,C0000731,CID000005544,1,-1.6390941143035889
CID000001971,C0000731,CID000004506,0,-1.6484367847442627
CID000060696,C0000731,CID006398525,0,-1.6512644290924072
CID000003937,C0000731,CID000077992,0,-1.653986930847168
CID000002541,C0000731,CID000004745,0,-1.6639842987060547
CID000003478,C0000731,CID005311039,0,-1.670897126197815
CID000002554,C0000731,CID000041774,1,-1.6739753484725952
CID000000271,C0000731,CID000003419,0,-1.702155351638794
CID000002274,C0000731,CID000005372,0,-1.705934762954712
CID000003308,C0000731,CID000003404,1,-1.7322449684143066
CID000003957,C0000731,CID000003902,0,-1.744470477104187
CID000005291,C0000731,CID005353980,0,-1.7555937767028809
CID000002308,C0000731,CID000003696,0,-1.758509874343872
CID000003419,C0000731,CID000054841,0,-1.7605088949203491
CID000004053,C0000731,CID000005203,0,-1.7658915519714355
CID000002130,C0000731,CID000002088,0,-1.7719110250473022
CID000000598,C0000731,CID000002524,0,-1.7727452516555786
CID000002812,C0000731,CID000004911,0,-1.7737749814987183
CID000004601,C0000731,CID000005005,0,-1.7742223739624023
CID000002978,C0000731,CID000003929,0,-1.780992031097412
CID000000598,C0000731,CID000004946,0,-1.7817445993423462
CID000003043,C0000731,CID000004064,0,-1.7878291606903076
CID000005647,C0000731,CID000060787,1,-1.8013410568237305
CID000077999,C0000731,CID003081884,1,-1.8031009435653687
CID000003279,C0000731,CID000003255,0,-1.8330769538879395
CID000003154,C0000731,CID000003510,0,-1.834588646888733
CID000056339,C0000731,CID000005732,0,-1.837945580482483
CID000002550,C0000731,CID005493381,0,-1.8501298427581787
CID000002550,C0000731,CID000005525,0,-1.8518917560577393
CID000004253,C0000731,CID000077992,0,-1.8754651546478271
CID000005078,C0000731,CID000005029,0,-1.8768460750579834
CID000002818,C0000731,CID000002678,0,-1.9456760883331299
CID000003869,C0000731,CID000003348,0,-1.951270341873169
CID000005523,C0000731,CID000110635,1,-1.955829381942749
CID000000564,C0000731,CID000005647,0,-1.9754045009613037
CID000005651,C0000731,CID000154059,0,-1.9782297611236572
CID000003325,C0000731,CID000119182,1,-1.9788973331451416
CID000001972,C0000731,CID000005453,1,-1.9836866855621338
CID000002637,C0000731,CID000004917,0,-1.9873563051223755
CID000002265,C0000731,CID005362070,1,-2.0118002891540527
CID000004159,C0000731,CID000003746,0,-2.030700445175171
CID000002477,C0000731,CID000131536,0,-2.0334722995758057
CID000004095,C0000731,CID000005647,0,-2.033703327178955
CID000005426,C0000731,CID000005394,0,-2.037719488143921
CID000002244,C0000731,CID000013342,0,-2.0387911796569824
CID000110635,C0000731,CID000077999,0,-2.039989709854126
CID000003467,C0000731,CID000003661,1,-2.0414063930511475
CID000003032,C0000731,CID000003494,1,-2.0523269176483154
CID000005726,C0000731,CID000150311,0,-2.053260087966919
CID000004543,C0000731,CID000004112,0,-2.0666627883911133
CID000003367,C0000731,CID000003385,0,-2.0673632621765137
CID000000598,C0000731,CID000005076,0,-2.069281816482544
CID000003143,C0000731,CID000004053,0,-2.0710153579711914
CID000003827,C0000731,CID000004943,0,-2.0790047645568848
CID000002462,C0000731,CID000000450,0,-2.080810546875
CID000002022,C0000731,CID000150310,0,-2.0827815532684326
CID000004900,C0000731,CID000004034,0,-2.0909979343414307
CID000003003,C0000731,CID000002250,0,-2.0979580879211426
CID000001775,C0000731,CID000004064,0,-2.1004860401153564
CID000000206,C0000731,CID000004674,0,-2.1056673526763916
CID000060831,C0000731,CID000110635,0,-2.1221601963043213
CID000003403,C0000731,CID000003826,0,-2.1271677017211914
CID000003454,C0000731,CID000004609,0,-2.1333508491516113
CID000004943,C0000731,CID005281007,0,-2.152723789215088
CID000003393,C0000731,CID000004449,0,-2.174344301223755
CID000003345,C0000731,CID000005593,0,-2.1772146224975586
CID000000298,C0000731,CID000003161,1,-2.1787986755371094
CID000004740,C0000731,CID000005076,0,-2.192389488220215
CID000001046,C0000731,CID000003121,0,-2.2024636268615723
CID000003255,C0000731,CID000002909,0,-2.203937530517578
CID000003639,C0000731,CID000003075,0,-2.2092347145080566
CID000004675,C0000731,CID000004595,0,-2.213555335998535
CID000005077,C0000731,CID000005596,0,-2.2353336811065674
CID000000942,C0000731,CID000002955,0,-2.2499303817749023
CID000003877,C0000731,CID000036339,0,-2.2540526390075684
CID000004463,C0000731,CID000213039,0,-2.2555532455444336
CID000002274,C0000731,CID000068740,0,-2.255864381790161
CID000005651,C0000731,CID000005487,0,-2.2604565620422363
CID000001978,C0000731,CID000003148,0,-2.281033754348755
CID000004539,C0000731,CID000216326,0,-2.302126169204712
CID000003152,C0000731,CID000197712,0,-2.3137998580932617
